OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,HISTO_0,HISTO_1,HISTO_2,HISTO_3,LC_1,LC_2,LC_4,LC_5,LC_8,LC_9,LC_10,LC_11,LC_12,LC_13,LC_14,LC_16,LC_17,Water_1,Water_2,Water_3,NL_mean,NL_median,NDVI_mean,NDVI_median,NDBI_mean,NDBI_median,Water_SUM,Seasonal_Ratio,Permanent_Ratio,LC_SUM,LC_1_ratio,LC_2_ratio,LC_4_ratio,LC_5_ratio,LC_8_ratio,LC_9_ratio,LC_10_ratio,LC_11_ratio,LC_12_ratio,LC_13_ratio,LC_14_ratio,LC_16_ratio,LC_17_ratio,Year,NDBI_median_t_minus_1,NDBI_mean_t_minus_1,NL_mean_t_minus_1,NL_median_t_minus_1,NDVI_mean_t_minus_1,NDVI_median_t_minus_1,Water_SUM_t_minus_1,Water_SUM_t_minus_2
17,10,BIHAR,15,GOPALGANJ,102,Kuchaikote,17,GOPALGANJ (SC),1017,,1.07437244705,0.03226234282,414450,10876,18224,686,0,0,0,0,0,8,31,0,1552,2,4,0,1,16283,11192,909,1.740118744601738,1.504009127616882,0.470559492841244,0.493994727730751,-0.300771731655866,-0.316601753234863,28384,0.3943066516347238,0.0320250845546786,1598,0.0,0.0,0.0,0.0,0.0,0.0050062578222778,0.0193992490613266,0.0,0.9712140175219024,0.0012515644555694,0.0025031289111389,0.0,0.0006257822277847,2019,-0.292911484837532,-0.283996607527522,1.6561610752724825,1.4328609108924866,0.482895342734059,0.501529812812805,26886,26887
17,10,BIHAR,15,GOPALGANJ,103,Bhorey (SC),17,GOPALGANJ (SC),1017,,1.21539351579,0.03757802549,509321,4362,3719,1,0,0,0,0,0,0,0,0,1856,7,0,0,0,1398,6439,0,1.414236100852457,1.342552304267883,0.511165209941046,0.526837348937988,-0.354102988087475,-0.379603922367096,7837,0.8216154140615032,0.0,1863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9962426194310252,0.0037573805689747,0.0,0.0,0.0,2019,-0.39528626203537,-0.364157681563683,1.3220860322295112,1.2446098923683169,0.574348686822313,0.598761200904846,26886,26887
17,10,BIHAR,15,GOPALGANJ,101,Gopalganj,17,GOPALGANJ (SC),1017,,1.19334281074,0.03019993438,289979,58719,63064,4088,0,0,0,0,0,191,75,0,1150,38,1,13,33,78926,33933,2669,1.929724029653447,1.567580461502075,0.406591567767907,0.435030743479729,-0.233493499369029,-0.248034588992596,115528,0.293721002700644,0.0231026244719894,1501,0.0,0.0,0.0,0.0,0.0,0.1272485009993337,0.0499666888740839,0.0,0.7661558960692871,0.0253164556962025,0.0006662225183211,0.0086608927381745,0.0219853431045969,2019,-0.208322405815125,-0.207733523136188,1.900723882144112,1.4797859191894531,0.405762064365001,0.4232097864151,26886,26887
7,10,BIHAR,5,MADHUBANI,40,Laukaha,7,JHANJHARPUR,1007,,1.36381752591,0.05063090044,682228,11266,3648,4,0,0,0,0,0,0,0,0,2493,10,0,0,0,9035,6707,2,1.342016558136597,1.221653461456299,0.415514819851841,0.423589482903481,-0.161036719990041,-0.167882785201073,15744,0.4260035569105691,0.0001270325203252,2503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9960047942469036,0.0039952057530962,0.0,0.0,0.0,2019,-0.161495104432106,-0.158615912843637,1.122052272137167,1.0273399353027346,0.445913128523856,0.453275054693222,25478,25336
8,10,BIHAR,6,SUPAUL *,45,Chhatapur,8,SUPAUL,1008,,1.73445052519,0.04903432097,498618,144018,30014,2489,0,0,0,0,0,10,99,0,2184,5,56,76,0,141105,26402,6287,1.282310242814674,1.172132253646851,0.497959320984591,0.539229512214661,-0.274923833547366,-0.315976798534393,173794,0.1519154861502698,0.036175011795574,2430,0.0,0.0,0.0,0.0,0.0,0.0041152263374485,0.0407407407407407,0.0,0.8987654320987655,0.0020576131687242,0.0230452674897119,0.031275720164609,0.0,2019,-0.304780602455139,-0.268343495854646,1.1349793014259015,1.0310488641262054,0.523516914838614,0.580982208251953,175806,175749
3,10,BIHAR,2,PURBA CHAMPARAN,16,Kalyanpur,3,PURVI CHAMPARAN,1003,,1.30765890797,0.02935957843,382620,11187,10422,0,0,0,0,0,0,39,0,0,1408,0,11,0,3,12458,5918,0,1.508705756274821,1.436991930007935,0.477606389588411,0.504868149757385,-0.273978299327805,-0.278023779392242,18376,0.3220505006530257,0.0,1461,0.0,0.0,0.0,0.0,0.0,0.0266940451745379,0.0,0.0,0.9637234770704995,0.0,0.0075290896646132,0.0,0.002053388090349,2019,-0.231402605772018,-0.236833614784506,1.3782719476487264,1.3106821775436406,0.451882777473478,0.456341147422791,73041,78037
4,10,BIHAR,4,SITAMARHI,30,Belsand,4,SHEOHAR,1004,,0.76556300625,0.01221026502,159330,6393,2398,0,0,0,0,0,0,0,0,0,608,0,0,0,0,6331,1310,0,2.083884559903153,1.699033498764038,0.506363883467176,0.527431666851044,-0.279969359030774,-0.289095252752304,7641,0.1714435283339877,0.0,608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2019,-0.233833238482475,-0.233534401117228,1.638490849752992,1.3801329135894775,0.461146675658215,0.472040086984634,3566,3645
6,10,BIHAR,5,MADHUBANI,32,Benipatti,6,MADHUBANI,1006,,1.37479460437,0.02678812592,313161,13103,42522,16,0,0,0,0,0,0,0,0,1318,11,0,0,0,25291,27692,2,1.326646142610488,1.183253884315491,0.459441421634581,0.471990838646889,-0.221267907822551,-0.225182585418224,52985,0.5226384825894121,3.774653203736906e-05,1329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9917231000752446,0.0082768999247554,0.0,0.0,0.0,2019,-0.20784617960453,-0.208227020581777,1.156893267644537,1.0363405346870425,0.461558173510006,0.469634726643562,49034,49020
3,10,BIHAR,2,PURBA CHAMPARAN,17,Pipra,3,PURVI CHAMPARAN,1003,,2.1628358767,0.03526278678,444723,13026,27633,97,0,0,0,0,0,46,0,0,1633,16,42,0,5,25305,6541,38,1.824322558547321,1.61151909828186,0.503669497817897,0.530162274837494,-0.293313078963523,-0.304960936307907,31884,0.2051499184543972,0.0011918203487642,1742,0.0,0.0,0.0,0.0,0.0,0.026406429391504,0.0,0.0,0.9374282433983928,0.0091848450057405,0.0241102181400688,0.0,0.0028702640642939,2019,-0.252197355031967,-0.248519270263832,1.5307224139707585,1.3366831839084623,0.46319799771781,0.474233955144882,73041,78037
10,10,BIHAR,8,KISHANGANJ,54,Kishanganj,10,KISHANGANJ,1010,,1.41533333258,0.03617565441,465353,16775,14218,1752,0,0,5,0,0,4,2,0,1572,7,202,0,0,16993,13356,1785,0.757890356676481,0.664784073829651,0.380440434834182,0.378975749015808,-0.083409529533342,-0.065618582069874,32134,0.4156345304039335,0.0555486400697081,1792,0.0,0.0,0.0027901785714285,0.0,0.0,0.0022321428571428,0.0011160714285714,0.0,0.8772321428571429,0.00390625,0.1127232142857142,0.0,0.0,2019,0.002071273513138,-0.022574603965045,0.6776241037084645,0.5981878638267519,0.273225778481788,0.266672223806381,66512,66542
3,10,BIHAR,2,PURBA CHAMPARAN,15,Kesaria,3,PURVI CHAMPARAN,1003,,1.26075463789,0.03283765346,354444,23649,69609,4446,0,0,0,0,0,117,44,1,1422,0,12,8,23,36211,23850,4544,1.426069237583993,1.331100761890411,0.431287693601652,0.470076784491539,-0.252879603382117,-0.25244052708149,64605,0.3691664731831902,0.0703351133813172,1627,0.0,0.0,0.0,0.0,0.0,0.0719114935464044,0.0270436385986478,0.0006146281499692,0.8740012292563,0.0,0.0073755377996312,0.0049170251997541,0.0141364474492931,2019,-0.193475671112537,-0.2028115515195,1.1987132280973685,1.117911472916603,0.403602471922984,0.415707841515541,73041,78037
