OBJECTID,ST_CODE,ST_NAME,DT_CODE,DIST_NAME,AC_NO,AC_NAME,PC_NO,PC_NAME,PC_ID,STATUS,Shape_Leng,Shape_Area,HISTO_0,HISTO_1,HISTO_2,HISTO_3,Water_1,Water_2,Water_3,LC_2,LC_4,LC_5,LC_8,LC_9,LC_10,LC_11,LC_12,LC_13,LC_14,LC_16,LC_17,NL_mean,NL_median,NDBI_mean,NDBI_median,NDVI_mean,NDVI_median,Water_SUM,Seasonal_Ratio,Permanent_Ratio,LC_SUM,LC_2_ratio,LC_4_ratio,LC_5_ratio,LC_8_ratio,LC_9_ratio,LC_10_ratio,LC_11_ratio,LC_12_ratio,LC_13_ratio,LC_14_ratio,LC_16_ratio,LC_17_ratio,Year,NDBI_median_t_minus_1,NDVI_median_t_minus_1,NDBI_mean_t_minus_1,NL_mean_t_minus_1,NL_median_t_minus_1,NDVI_mean_t_minus_1,Water_SUM_t_minus_1,Water_SUM_t_minus_2
5,10,BIHAR,4,SITAMARHI,25,Parihar,5,SITAMARHI,1005,,0.9694141006,0.02800142147,382991,1337,1194,7,1086,1184,5,0,0,0,0,0,0,0,1366,19,0,0,0,0.57367979928776,0.48522475361824,-0.219579486469118,-0.227274939417839,0.430372923656754,0.43980860710144,2275,0.5204395604395604,0.0021978021978021,1385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9862815884476536,0.0137184115523465,0.0,0.0,0.0,2016,-0.195137456059456,0.419730395078659,-0.192577193942113,0.261162452356819,0.208654671907425,0.415785140003955,2303,385529
4,10,BIHAR,2,PURBA CHAMPARAN,21,Dhaka,4,SHEOHAR,1004,,1.10909560202,0.02587272892,352358,2306,1528,1,2402,1196,0,0,0,0,0,0,0,0,1260,9,3,0,0,0.679073975126967,0.618545770645142,-0.223431074659697,-0.231970608234406,0.41802203349418,0.427204340696335,3598,0.3324068927181767,0.0,1272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9905660377358492,0.0070754716981132,0.0023584905660377,0.0,0.0,2016,-0.236482113599777,0.459979802370071,-0.227949998792353,0.57942965604718,0.468717396259308,0.449383138327968,3697,356193
2,10,BIHAR,1,PASHCHIM CHAMPARAN,6,Nautan,2,PASCHIM CHAMPARAN,1002,,1.09156163371,0.038715638,398880,82864,50246,1075,94677,30479,4444,0,5,0,0,143,73,1,1609,6,43,0,33,0.851475939853845,0.816728502511978,-0.181455719081745,-0.182601928710938,0.363143045304471,0.373480409383774,129600,0.2351774691358024,0.0342901234567901,1913,0.0,0.0026136957658128,0.0,0.0,0.0747516989022477,0.0381599581808677,0.0005227391531625,0.8410872974385781,0.0031364349189754,0.0224777835859905,0.0,0.0172503920543648,2016,-0.184909895062447,0.381661504507065,-0.180115046215664,0.469289357712778,0.344128966331482,0.366874590672715,2136,352493
2,10,BIHAR,1,PASHCHIM CHAMPARAN,8,Bettiah,2,PASCHIM CHAMPARAN,1002,,0.9634001312,0.02037074147,264378,3943,12082,69,6905,4134,28,0,0,0,0,52,0,0,868,40,45,0,0,1.491772969924865,1.007946610450745,-0.216453114675915,-0.218297131359577,0.394580875540199,0.40512053668499,11067,0.3735429655733261,0.0025300442757748,1005,0.0,0.0,0.0,0.0,0.0517412935323383,0.0,0.0,0.863681592039801,0.0398009950248756,0.044776119402985,0.0,0.0,2016,-0.219597198069096,0.420531675219536,-0.218876344398064,1.25731574688363,0.65540686249733,0.409126395822648,2136,352493
5,10,BIHAR,4,SITAMARHI,24,Bathnaha (SC),5,SITAMARHI,1005,,1.2739774254,0.03230047521,436537,4816,3397,1,3493,3836,0,0,0,0,0,0,0,0,1599,0,1,0,0,0.523672424606266,0.458394974470139,-0.182730475273809,-0.193517923355103,0.400457167645327,0.409561783075333,7329,0.5234001910219676,0.0,1600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999375,0.0,0.000625,0.0,0.0,2016,-0.185738265514374,0.417105883359909,-0.181424993858604,0.278060428336906,0.21521270275116,0.4122601979503,2303,385529
3,10,BIHAR,2,PURBA CHAMPARAN,19,Motihari,3,PURVI CHAMPARAN,1003,,1.39607701034,0.02806156802,307937,21221,57203,56,57929,10658,123,0,0,0,0,43,0,0,1285,41,19,0,3,1.157795872154649,0.741595387458801,-0.224604108427837,-0.229454219341278,0.394397099092528,0.409041196107864,68710,0.1551157036821423,0.0017901324406927,1391,0.0,0.0,0.0,0.0,0.0309130122214234,0.0,0.0,0.9237958303378864,0.0294751976994967,0.0136592379583033,0.0,0.00215672178289,2016,-0.245246678590775,0.434560596942902,-0.239436549123759,0.825284214804642,0.38162836432457,0.419982841405183,75548,386417
4,10,BIHAR,2,PURBA CHAMPARAN,20,Chiraia,4,SHEOHAR,1004,,1.46568965314,0.02945138083,370462,9819,25213,22,28359,2710,68,0,0,0,0,6,0,0,1438,6,5,0,0,0.808873881019198,0.708999037742615,-0.23671875952343,-0.248042829334736,0.429617884326465,0.44028514623642,31137,0.0870347175386196,0.0021838969714487,1455,0.0,0.0,0.0,0.0,0.0041237113402061,0.0,0.0,0.9883161512027492,0.0041237113402061,0.0034364261168384,0.0,0.0,2016,-0.2654679864645,0.481282338500023,-0.253172395869464,0.489294912689031,0.422623753547668,0.468712996603173,3697,356193
4,10,BIHAR,4,SITAMARHI,23,Riga,4,SHEOHAR,1004,,1.41909455541,0.02585321262,340092,10791,5074,0,9941,4161,5,0,0,0,0,9,0,0,1253,22,3,0,0,0.777567222515742,0.646537899971008,-0.160756177031952,-0.164707750082016,0.379313702490464,0.387247622013092,14107,0.2949599489615084,0.0003544339689515,1287,0.0,0.0,0.0,0.0,0.0069930069930069,0.0,0.0,0.9735819735819736,0.017094017094017,0.0023310023310023,0.0,0.0,2016,-0.157960116863251,0.400945335626602,-0.158279923895508,0.530918807439944,0.386995851993561,0.39718568740104,3697,356193
3,10,BIHAR,2,PURBA CHAMPARAN,13,Harsidhi (SC),3,PURVI CHAMPARAN,1003,,1.26351364246,0.02998724009,393989,7514,11324,47,7963,6827,34,0,0,0,0,5,0,0,1459,11,6,0,6,0.871722085046447,0.795106947422028,-0.248407771109499,-0.253569170832634,0.425539828722082,0.440573632717133,14824,0.4605369670804101,0.0022935779816513,1487,0.0,0.0,0.0,0.0,0.0033624747814391,0.0,0.0,0.9811701412239408,0.0073974445191661,0.0040349697377269,0.0,0.0040349697377269,2016,-0.26616096496582,0.448645144701004,-0.263142939184971,0.449967770534332,0.371965795755386,0.435717191568773,75548,386417
3,10,BIHAR,2,PURBA CHAMPARAN,14,Govindganj,3,PURVI CHAMPARAN,1003,,1.30028936166,0.03452147363,372042,40451,61220,1608,73450,13798,3982,0,0,0,0,139,48,0,1501,2,5,7,17,0.744282859978135,0.673958748579025,-0.188448047148763,-0.186614081263542,0.379414465186666,0.393364906311035,91230,0.1512441082977091,0.0436479228324016,1719,0.0,0.0,0.0,0.0,0.0808609656777196,0.0279232111692844,0.0,0.8731820826061664,0.0011634671320535,0.0029086678301337,0.0040721349621873,0.0098894706224549,2016,-0.193431228399277,0.390129327774048,-0.190151450725943,0.349742323695464,0.284505516290665,0.376137830627984,75548,386417
7,10,BIHAR,5,MADHUBANI,33,Khajauli,7,JHANJHARPUR,1007,,1.30395888404,0.02827306268,366907,11408,10961,1,9859,3324,0,0,0,0,0,2,0,0,1374,34,0,0,0,1.063499741155482,0.934762120246887,-0.213584643164491,-0.22281776368618,0.443285362636356,0.4548020362854,13183,0.2521429113251915,0.0,1410,0.0,0.0,0.0,0.0,0.001418439716312,0.0,0.0,0.9744680851063828,0.0241134751773049,0.0,0.0,0.0,2016,-0.159360453486443,0.327166020870209,-0.151495386308677,0.817979341893858,0.703776240348816,0.3346334192387,23469,389277
6,10,BIHAR,5,MADHUBANI,31,Harlakhi,6,MADHUBANI,1006,,1.23602594445,0.02863251975,345132,8525,40544,65,31378,15957,26,0,0,0,0,0,0,0,1403,10,0,0,0,0.743179679569844,0.666765689849854,-0.197600355474389,-0.200754731893539,0.411660310851251,0.418320313096046,47361,0.3369227845695826,0.0005489748949557,1413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9929228591648974,0.0070771408351026,0.0,0.0,0.0,2016,-0.17204474657774,0.40935243666172,-0.166252690217982,0.44291513003014,0.382635504007339,0.399740771924607,49051,394266
5,10,BIHAR,4,SITAMARHI,26,Sursand,5,SITAMARHI,1005,,1.2865841371,0.02859544774,285364,37126,71218,28,92321,14166,11,0,0,0,0,6,0,0,1393,13,3,0,0,0.724649732679108,0.594996213912964,-0.222808072015629,-0.22978363931179,0.438329088589803,0.44849668443203,106498,0.1330165824710323,0.0001032883246633,1415,0.0,0.0,0.0,0.0,0.0042402826855123,0.0,0.0,0.984452296819788,0.0091872791519434,0.0021201413427561,0.0,0.0,2016,-0.170880518853664,0.406694740056992,-0.170164708824712,0.35433665385773,0.259173095226288,0.400492338677934,2303,385529
4,10,BIHAR,3,SHEOHAR *,22,Sheohar,4,SHEOHAR,1004,,1.50111556291,0.04009147284,513719,29068,9229,2,29157,7041,2,0,0,0,0,8,0,0,1974,4,5,0,3,0.987728313212433,0.880261331796646,-0.24469892838972,-0.259333431720734,0.433582987954136,0.447348803281784,36200,0.1945027624309392,5.524861878453039e-05,1994,0.0,0.0,0.0,0.0,0.0040120361083249,0.0,0.0,0.9899699097291876,0.0020060180541624,0.0025075225677031,0.0,0.0015045135406218,2016,-0.265836358070374,0.478514567017555,-0.25232605717882,0.470185727921254,0.382677510380745,0.463250323590114,3697,356193
5,10,BIHAR,4,SITAMARHI,28,Sitamarhi,5,SITAMARHI,1005,,0.85388858733,0.01770710286,241432,1590,784,0,1293,440,0,0,0,0,0,18,0,0,834,17,3,0,0,1.232085228844835,0.869804173707962,-0.18353162729958,-0.185608305037022,0.38706604946435,0.396317377686501,1733,0.2538949798038084,0.0,872,0.0,0.0,0.0,0.0,0.0206422018348623,0.0,0.0,0.9564220183486238,0.0194954128440367,0.003440366972477,0.0,0.0,2016,-0.173627942800522,0.404473394155502,-0.176205800391809,0.917484089985591,0.565707415342331,0.400112605463661,2303,385529
10,10,BIHAR,8,KISHANGANJ,53,Thakurganj,10,KISHANGANJ,1010,,2.20388438192,0.05560276973,695243,44324,24242,1765,37523,27868,1031,0,0,0,0,3,8,0,2726,0,21,0,0,0.618492214638687,0.550586044788361,-0.059720054859457,-0.037457579746842,0.289563840163269,0.274792939424515,66422,0.4195597844087802,0.0155219656138026,2758,0.0,0.0,0.0,0.0,0.001087744742567,0.0029006526468455,0.0,0.9883973894126178,0.0,0.0076142131979695,0.0,0.0,2016,0.0099780224263668,0.271306753158569,-0.0217589900383514,0.397692153664768,0.330565750598907,0.288723679281201,66537,765574
7,10,BIHAR,5,MADHUBANI,34,Babubarhi,7,JHANJHARPUR,1007,,1.09207093953,0.04006001142,530361,12218,8999,13,11097,4805,12,0,0,0,0,1,0,0,1970,8,0,0,0,0.689186974991337,0.60033792257309,-0.179709762096782,-0.183796942234039,0.4363594685618,0.44457483291626,15914,0.3019354027899962,0.0007540530350634,1979,0.0,0.0,0.0,0.0,0.0005053057099545,0.0,0.0,0.9954522486104092,0.0040424456796361,0.0,0.0,0.0,2016,-0.0861660838127136,0.291520237922668,-0.0844843743378641,0.47786702036647,0.396234333515167,0.292456946401272,23469,389277
9,10,BIHAR,7,ARARIA,46,Narpatganj,9,ARARIA,1009,,1.90827486707,0.05340465009,717917,14473,2940,6,14665,2250,2,0,0,0,0,0,0,0,2564,1,98,0,0,0.89084207376718,0.795418828725815,-0.275628262199547,-0.298623785376549,0.47403827787339,0.494274243712425,16917,0.1330023053732931,0.0001182242714429,2663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9628238828389036,0.0003755163349605,0.0368006008261359,0.0,0.0,2016,-0.262067571282387,0.447729602456093,-0.240052082515895,0.677580842670615,0.583232849836349,0.438711526714018,17073,735336
5,10,BIHAR,4,SITAMARHI,27,Bajpatti,5,SITAMARHI,1005,,1.35078625951,0.02681474582,321708,23144,24337,1,40561,3837,0,0,0,0,0,0,0,0,1318,14,0,0,0,0.636876851994019,0.57468980550766,-0.232937944077722,-0.232722945511341,0.443968876178116,0.447571486234665,44398,0.0864228118383711,0.0,1332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9894894894894894,0.0105105105105105,0.0,0.0,0.0,2016,-0.19819675385952,0.433710604906082,-0.19759669675445,0.361473945186339,0.303459644317627,0.428458003124746,2303,385529
4,10,BIHAR,2,PURBA CHAMPARAN,18,Madhuban,4,SHEOHAR,1004,,1.23971009425,0.02576246317,336220,5738,12706,65,11862,3770,79,0,0,0,0,19,0,0,1229,10,18,0,2,0.53743045332385,0.491451382637024,-0.24538417073446,-0.254080414772034,0.430367878498179,0.439934015274048,15711,0.2399592642097893,0.0050283241041308,1278,0.0,0.0,0.0,0.0,0.014866979655712,0.0,0.0,0.961658841940532,0.0078247261345852,0.0140845070422535,0.0,0.001564945226917,2016,-0.283175736665726,0.485957086086273,-0.271550218348246,0.267284827682317,0.228568702936172,0.472161025515806,3697,356193
17,10,BIHAR,15,GOPALGANJ,102,Kuchaikote,17,GOPALGANJ (SC),1017,,1.07437244705,0.03226234282,414450,10876,18224,686,11701,14712,496,0,0,0,0,8,18,0,1569,2,0,0,1,1.291098068058304,1.131826400756836,-0.253431035870359,-0.261883661150932,0.434279905422613,0.449346914887428,26909,0.5467315767958676,0.018432494704374,1598,0.0,0.0,0.0,0.0,0.0050062578222778,0.0112640801001251,0.0,0.9818523153942428,0.0012515644555694,0.0,0.0,0.0006257822277847,2016,-0.239161588251591,0.45234502851963,-0.23545626515611,0.662397466245374,0.536144316196442,0.440665497691054,26914,444236
17,10,BIHAR,15,GOPALGANJ,103,Bhorey (SC),17,GOPALGANJ (SC),1017,,1.21539351579,0.03757802549,509321,4362,3719,1,4776,249,1,0,0,0,0,0,0,0,1856,7,0,0,0,0.861724137314037,0.802764296531677,-0.295685655729876,-0.316772907972336,0.488971515545218,0.507342278957367,5026,0.049542379625945,0.0001989653800238,1863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9962426194310252,0.0037573805689747,0.0,0.0,0.0,2016,-0.304125100374222,0.515962898731232,-0.286761014642104,0.435316165531432,0.406129419803619,0.502808537794454,26914,444236
17,10,BIHAR,15,GOPALGANJ,101,Gopalganj,17,GOPALGANJ (SC),1017,,1.19334281074,0.03019993438,289979,58719,63064,4088,77994,29263,6063,0,0,0,0,130,86,0,1191,38,0,23,33,1.361695258434002,0.862170398235321,-0.193595123878676,-0.200473643839359,0.370814521194331,0.393474102020264,113320,0.2582333215672432,0.0535033533356865,1501,0.0,0.0,0.0,0.0,0.0866089273817455,0.0572951365756162,0.0,0.793471019320453,0.0253164556962025,0.0,0.0153231179213857,0.0219853431045969,2016,-0.181128442287445,0.395059645175934,-0.175862800852977,0.904977789374199,0.438504099845886,0.371315030160158,26914,444236
7,10,BIHAR,5,MADHUBANI,40,Laukaha,7,JHANJHARPUR,1007,,1.36381752591,0.05063090044,682228,11266,3648,4,12633,2190,2,0,0,0,0,0,0,0,2493,10,0,0,0,0.66314541133188,0.586016535758972,-0.145981544434149,-0.147059485316277,0.406570305947924,0.408789917826653,14825,0.1477234401349072,0.0001349072512647,2503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9960047942469036,0.0039952057530962,0.0,0.0,0.0,2016,-0.0756200850009918,0.27951268851757,-0.0727089460396673,0.494431596588274,0.401904910802841,0.281952544954287,23469,389277
8,10,BIHAR,6,SUPAUL *,45,Chhatapur,8,SUPAUL,1008,,1.73445052519,0.04903432097,498618,144018,30014,2489,133174,36898,5305,0,0,0,0,7,73,0,2192,5,44,109,0,0.893554417262951,0.791602194309235,-0.234344308920324,-0.263195902109146,0.435196943249582,0.47095575928688,175377,0.2103924687957942,0.0302491204661956,2430,0.0,0.0,0.0,0.0,0.0028806584362139,0.0300411522633744,0.0,0.9020576131687242,0.0020576131687242,0.0181069958847736,0.0448559670781893,0.0,2016,-0.200095355510712,0.356297701597214,-0.171518284776235,0.731416509584869,0.602109909057617,0.343722439674257,175937,675139
3,10,BIHAR,2,PURBA CHAMPARAN,16,Kalyanpur,3,PURVI CHAMPARAN,1003,,1.30765890797,0.02935957843,382620,11187,10422,0,13615,4523,0,0,0,0,0,30,0,0,1424,0,4,0,3,0.92019805465566,0.827911257743835,-0.224275530175466,-0.224398270249367,0.411908261379818,0.420915514230728,18138,0.2493659719925019,0.0,1461,0.0,0.0,0.0,0.0,0.0205338809034907,0.0,0.0,0.974674880219028,0.0,0.0027378507871321,0.0,0.002053388090349,2016,-0.246168449521065,0.445242553949356,-0.244708619612417,0.459380263757976,0.373102217912674,0.43694878421974,75548,386417
4,10,BIHAR,4,SITAMARHI,30,Belsand,4,SHEOHAR,1004,,0.76556300625,0.01221026502,159330,6393,2398,0,5433,1737,1,0,0,0,0,0,0,0,608,0,0,0,0,1.04818814379183,0.873379111289978,-0.207233714733739,-0.212374106049538,0.398912749515508,0.406125366687775,7171,0.2422256310138056,0.0001394505647747,608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2016,-0.201857969164848,0.429445326328278,-0.202822157414741,0.594366451611825,0.449161618947983,0.424588087679671,3697,356193
6,10,BIHAR,5,MADHUBANI,32,Benipatti,6,MADHUBANI,1006,,1.37479460437,0.02678812592,313161,13103,42522,16,36258,14871,7,0,0,0,0,0,0,0,1318,11,0,0,0,0.814256304520427,0.734235405921936,-0.19321755211435,-0.194641947746277,0.428291456421856,0.433201968669891,51136,0.2908127346683354,0.0001368898623279,1329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9917231000752446,0.0082768999247554,0.0,0.0,0.0,2016,-0.13160228729248,0.332126945257187,-0.131750496844158,0.532877000585546,0.441562354564667,0.341549002347324,49051,394266
3,10,BIHAR,2,PURBA CHAMPARAN,17,Pipra,3,PURVI CHAMPARAN,1003,,2.1628358767,0.03526278678,444723,13026,27633,97,24618,6910,77,0,0,0,0,31,0,0,1622,16,68,0,5,0.753468801896141,0.625866740942001,-0.23391295059275,-0.239796549081802,0.414491060057309,0.423231810331345,31605,0.2186362917259927,0.0024363233665559,1742,0.0,0.0,0.0,0.0,0.0177956371986222,0.0,0.0,0.931113662456946,0.0091848450057405,0.0390355912743972,0.0,0.0028702640642939,2016,-0.258413463830948,0.457794368267059,-0.251705873129952,0.417154142991118,0.297443926334381,0.448258303025867,75548,386417
10,10,BIHAR,8,KISHANGANJ,54,Kishanganj,10,KISHANGANJ,1010,,1.41533333258,0.03617565441,465353,16775,14218,1752,12645,17923,1398,0,0,0,0,5,2,0,1635,7,143,0,0,0.641882647926278,0.554489016532898,-0.021819276662945,-0.003680326743051,0.283366948836724,0.283652752637863,31966,0.5606894825752362,0.043733967340299,1792,0.0,0.0,0.0,0.0,0.0027901785714285,0.0011160714285714,0.0,0.9123883928571428,0.00390625,0.0797991071428571,0.0,0.0,2016,0.0420072004199028,0.254011645913124,0.0139824541969824,0.510041515410046,0.385520339012146,0.257759470375774,66537,765574
3,10,BIHAR,2,PURBA CHAMPARAN,15,Kesaria,3,PURVI CHAMPARAN,1003,,1.26075463789,0.03283765346,354444,23649,69609,4446,39172,20316,5270,0,0,0,0,97,44,0,1446,0,3,14,23,0.660484663703862,0.592382609844208,-0.204254112448543,-0.202003061771393,0.378981637032519,0.397127404808998,64758,0.3137218567590105,0.0813799067296704,1627,0.0,0.0,0.0,0.0,0.059618930547019,0.0270436385986478,0.0,0.8887523048555623,0.0,0.0018438844499078,0.0086047940995697,0.0141364474492931,2016,-0.212081223726273,0.412764504551888,-0.214142226170811,0.324563090328821,0.269807517528534,0.398011283737714,75548,386417
5,10,BIHAR,4,SITAMARHI,29,Runnisaidpur,5,SITAMARHI,1005,,1.31176953116,0.02712597963,341046,27604,4868,0,23935,2667,0,0,0,0,0,0,0,0,1343,0,1,0,0,0.870447703326742,0.729587018489838,-0.25664284436202,-0.264953777194023,0.44079349728194,0.44948248565197,26602,0.1002556198782046,0.0,1344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9992559523809524,0.0,0.0007440476190476,0.0,0.0,2016,-0.272087797522545,0.485228791832924,-0.264180098717359,0.537635760603561,0.403664842247963,0.473080482405671,2303,385529
